aidtype_label_en,donor,donor_label_en,recipient,recipient_label_en,obs_time,obs_value,powercode_label_en,datatype_label_en
ODA: Total Net,801,Australia,10041,"Club du Sahel, Total",2020,0.35,Millions,Current Prices
ODA: Total Net,76,Poland,10041,"Club du Sahel, Total",2020,0.84,Millions,Current Prices
ODA: Total Net,742,Korea,10041,"Club du Sahel, Total",2020,31.35,Millions,Current Prices
ODA: Total Net,75,Hungary,10041,"Club du Sahel, Total",2020,0.2,Millions,Current Prices
ODA: Total Net,61,Slovenia,10041,"Club du Sahel, Total",2020,-0.13,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10041,"Club du Sahel, Total",2020,3.18,Millions,Current Prices
ODA: Total Net,7,Netherlands,10041,"Club du Sahel, Total",2020,80.15,Millions,Current Prices
ODA: Total Net,701,Japan,10041,"Club du Sahel, Total",2020,142.72,Millions,Current Prices
ODA: Total Net,5,Germany,10041,"Club du Sahel, Total",2020,585.49,Millions,Current Prices
ODA: Total Net,50,Spain,10041,"Club du Sahel, Total",2020,68.71,Millions,Current Prices
ODA: Total Net,6,Italy,10041,"Club du Sahel, Total",2020,74.77,Millions,Current Prices
ODA: Total Net,4,France,10041,"Club du Sahel, Total",2020,795.2,Millions,Current Prices
ODA: Total Net,302,United States,10041,"Club du Sahel, Total",2020,793.04,Millions,Current Prices
ODA: Total Net,3,Denmark,10041,"Club du Sahel, Total",2020,104.93,Millions,Current Prices
ODA: Total Net,742,Korea,10046,WB-LM,2020,1057.26,Millions,Current Prices
ODA: Total Net,75,Hungary,10046,WB-LM,2020,85.44,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10046,WB-LM,2020,3.26,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10046,WB-LM,2020,10.28,Millions,Current Prices
ODA: Total Net,7,Netherlands,10046,WB-LM,2020,164.12,Millions,Current Prices
ODA: Total Net,701,Japan,10046,WB-LM,2020,6407.77,Millions,Current Prices
ODA: Total Net,50,Spain,10046,WB-LM,2020,129.22,Millions,Current Prices
ODA: Total Net,5,Germany,10046,WB-LM,2020,4708.68,Millions,Current Prices
ODA: Total Net,6,Italy,10046,WB-LM,2020,328.93,Millions,Current Prices
ODA: Total Net,61,Slovenia,10046,WB-LM,2020,0.4,Millions,Current Prices
ODA: Total Net,4,France,10046,WB-LM,2020,3568.93,Millions,Current Prices
ODA: Total Net,40,Greece,10046,WB-LM,2020,0.02,Millions,Current Prices
ODA: Total Net,301,Canada,10046,WB-LM,2020,592.67,Millions,Current Prices
ODA: Total Net,302,United States,10046,WB-LM,2020,6618.96,Millions,Current Prices
ODA: Total Net,3,Denmark,10046,WB-LM,2020,235.17,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10046,WB-LM,2020,88.93,Millions,Current Prices
ODA: Total Net,2,Belgium,10046,WB-LM,2020,163.48,Millions,Current Prices
ODA: Total Net,18,Finland,10046,WB-LM,2020,118.55,Millions,Current Prices
ODA: Total Net,21,Ireland,10046,WB-LM,2020,87.82,Millions,Current Prices
ODA: Total Net,20,Iceland,10046,WB-LM,2020,1.8,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10046,WB-LM,2020,2067.49,Millions,Current Prices
ODA: Total Net,11,Switzerland,10046,WB-LM,2020,661.58,Millions,Current Prices
ODA: Total Net,10,Sweden,10046,WB-LM,2020,492.28,Millions,Current Prices
ODA: Total Net,1,Austria,10046,WB-LM,2020,83.58,Millions,Current Prices
ODA: Total Net,1,Austria,10047,WB-UM,2020,157.88,Millions,Current Prices
ODA: Total Net,10,Sweden,10047,WB-UM,2020,292.55,Millions,Current Prices
ODA: Total Net,11,Switzerland,10047,WB-UM,2020,314.21,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10047,WB-UM,2020,694.92,Millions,Current Prices
ODA: Total Net,20,Iceland,10047,WB-UM,2020,0.62,Millions,Current Prices
ODA: Total Net,21,Ireland,10047,WB-UM,2020,26.33,Millions,Current Prices
ODA: Total Net,18,Finland,10047,WB-UM,2020,22.65,Millions,Current Prices
ODA: Total Net,2,Belgium,10047,WB-UM,2020,67.24,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10047,WB-UM,2020,11.79,Millions,Current Prices
ODA: Total Net,3,Denmark,10047,WB-UM,2020,32.36,Millions,Current Prices
ODA: Total Net,302,United States,10047,WB-UM,2020,4488.44,Millions,Current Prices
ODA: Total Net,301,Canada,10047,WB-UM,2020,236.82,Millions,Current Prices
ODA: Total Net,40,Greece,10047,WB-UM,2020,4.01,Millions,Current Prices
ODA: Total Net,4,France,10047,WB-UM,2020,1983.91,Millions,Current Prices
ODA: Total Net,6,Italy,10047,WB-UM,2020,136.38,Millions,Current Prices
ODA: Total Net,61,Slovenia,10047,WB-UM,2020,21.28,Millions,Current Prices
ODA: Total Net,5,Germany,10047,WB-UM,2020,3367.07,Millions,Current Prices
ODA: Total Net,50,Spain,10047,WB-UM,2020,129.91,Millions,Current Prices
ODA: Total Net,701,Japan,10047,WB-UM,2020,244.93,Millions,Current Prices
ODA: Total Net,7,Netherlands,10047,WB-UM,2020,71.04,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10047,WB-UM,2020,29.43,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10047,WB-UM,2020,24.88,Millions,Current Prices
ODA: Total Net,76,Poland,10049,WB-NC,2020,0.06,Millions,Current Prices
ODA: Total Net,8,Norway,10049,WB-NC,2020,6.53,Millions,Current Prices
ODA: Total Net,801,Australia,10049,WB-NC,2020,2.32,Millions,Current Prices
ODA: Total Net,9,Portugal,10049,WB-NC,2020,0.4,Millions,Current Prices
ODA: Total Net,820,New Zealand,10049,WB-NC,2020,34.42,Millions,Current Prices
ODA: Total Net,9,Portugal,10050,"Eastern Africa, Total",2020,40.11,Millions,Current Prices
ODA: Total Net,801,Australia,10050,"Eastern Africa, Total",2020,23.77,Millions,Current Prices
ODA: Total Net,820,New Zealand,10050,"Eastern Africa, Total",2020,6.52,Millions,Current Prices
ODA: Total Net,76,Poland,10050,"Eastern Africa, Total",2020,15.05,Millions,Current Prices
ODA: Total Net,8,Norway,10050,"Eastern Africa, Total",2020,477.45,Millions,Current Prices
ODA: Total Net,75,Hungary,10050,"Eastern Africa, Total",2020,6.32,Millions,Current Prices
ODA: Total Net,742,Korea,10050,"Eastern Africa, Total",2020,298.38,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10050,"Eastern Africa, Total",2020,2.92,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10050,"Eastern Africa, Total",2020,8.73,Millions,Current Prices
ODA: Total Net,7,Netherlands,10050,"Eastern Africa, Total",2020,343.74,Millions,Current Prices
ODA: Total Net,701,Japan,10050,"Eastern Africa, Total",2020,689.04,Millions,Current Prices
ODA: Total Net,50,Spain,10050,"Eastern Africa, Total",2020,27.47,Millions,Current Prices
ODA: Total Net,5,Germany,10050,"Eastern Africa, Total",2020,1662.52,Millions,Current Prices
ODA: Total Net,61,Slovenia,10050,"Eastern Africa, Total",2020,0.27,Millions,Current Prices
ODA: Total Net,6,Italy,10050,"Eastern Africa, Total",2020,112.61,Millions,Current Prices
ODA: Total Net,3,Denmark,10050,"Eastern Africa, Total",2020,352.4,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10050,"Eastern Africa, Total",2020,11.92,Millions,Current Prices
ODA: Total Net,40,Greece,10050,"Eastern Africa, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,4,France,10050,"Eastern Africa, Total",2020,1332.38,Millions,Current Prices
ODA: Total Net,301,Canada,10050,"Eastern Africa, Total",2020,393.83,Millions,Current Prices
ODA: Total Net,302,United States,10050,"Eastern Africa, Total",2020,6274.3,Millions,Current Prices
ODA: Total Net,2,Belgium,10050,"Eastern Africa, Total",2020,163.97,Millions,Current Prices
ODA: Total Net,18,Finland,10050,"Eastern Africa, Total",2020,125.57,Millions,Current Prices
ODA: Total Net,21,Ireland,10050,"Eastern Africa, Total",2020,206.81,Millions,Current Prices
ODA: Total Net,20,Iceland,10050,"Eastern Africa, Total",2020,15.05,Millions,Current Prices
ODA: Total Net,11,Switzerland,10050,"Eastern Africa, Total",2020,197.22,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10050,"Eastern Africa, Total",2020,1773.79,Millions,Current Prices
ODA: Total Net,10,Sweden,10050,"Eastern Africa, Total",2020,717.11,Millions,Current Prices
ODA: Total Net,1,Austria,10050,"Eastern Africa, Total",2020,38.67,Millions,Current Prices
ODA: Total Net,1,Austria,10051,"Middle Africa, Total",2020,1.29,Millions,Current Prices
ODA: Total Net,10,Sweden,10051,"Middle Africa, Total",2020,123.76,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10051,"Middle Africa, Total",2020,237.44,Millions,Current Prices
ODA: Total Net,11,Switzerland,10051,"Middle Africa, Total",2020,79.06,Millions,Current Prices
ODA: Total Net,20,Iceland,10051,"Middle Africa, Total",2020,0.25,Millions,Current Prices
ODA: Total Net,21,Ireland,10051,"Middle Africa, Total",2020,18.07,Millions,Current Prices
ODA: Total Net,4,France,10052,"Southern Africa, Total",2020,7.39,Millions,Current Prices
ODA: Total Net,301,Canada,10052,"Southern Africa, Total",2020,10.49,Millions,Current Prices
ODA: Total Net,302,United States,10052,"Southern Africa, Total",2020,1025.01,Millions,Current Prices
ODA: Total Net,2,Belgium,10052,"Southern Africa, Total",2020,14.45,Millions,Current Prices
ODA: Total Net,18,Finland,10052,"Southern Africa, Total",2020,4.68,Millions,Current Prices
ODA: Total Net,21,Ireland,10052,"Southern Africa, Total",2020,5.47,Millions,Current Prices
ODA: Total Net,11,Switzerland,10052,"Southern Africa, Total",2020,19.06,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10052,"Southern Africa, Total",2020,69.04,Millions,Current Prices
ODA: Total Net,10,Sweden,10052,"Southern Africa, Total",2020,11.26,Millions,Current Prices
ODA: Total Net,1,Austria,10052,"Southern Africa, Total",2020,1.24,Millions,Current Prices
ODA: Total Net,1,Austria,10053,"Western Africa, Total",2020,14.52,Millions,Current Prices
ODA: Total Net,10,Sweden,10053,"Western Africa, Total",2020,157.87,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10053,"Western Africa, Total",2020,561.03,Millions,Current Prices
ODA: Total Net,11,Switzerland,10053,"Western Africa, Total",2020,213.68,Millions,Current Prices
ODA: Total Net,21,Ireland,10053,"Western Africa, Total",2020,32.46,Millions,Current Prices
ODA: Total Net,20,Iceland,10053,"Western Africa, Total",2020,2.53,Millions,Current Prices
ODA: Total Net,18,Finland,10053,"Western Africa, Total",2020,5.97,Millions,Current Prices
ODA: Total Net,2,Belgium,10053,"Western Africa, Total",2020,135.56,Millions,Current Prices
ODA: Total Net,302,United States,10053,"Western Africa, Total",2020,2517.54,Millions,Current Prices
ODA: Total Net,301,Canada,10053,"Western Africa, Total",2020,308.09,Millions,Current Prices
ODA: Total Net,4,France,10053,"Western Africa, Total",2020,1620.99,Millions,Current Prices
ODA: Total Net,3,Denmark,10053,"Western Africa, Total",2020,134.19,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10053,"Western Africa, Total",2020,118,Millions,Current Prices
ODA: Total Net,6,Italy,10053,"Western Africa, Total",2020,91.16,Millions,Current Prices
ODA: Total Net,61,Slovenia,10053,"Western Africa, Total",2020,-0.08,Millions,Current Prices
ODA: Total Net,5,Germany,10053,"Western Africa, Total",2020,1094.16,Millions,Current Prices
ODA: Total Net,50,Spain,10053,"Western Africa, Total",2020,73.73,Millions,Current Prices
ODA: Total Net,701,Japan,10053,"Western Africa, Total",2020,331.38,Millions,Current Prices
ODA: Total Net,7,Netherlands,10053,"Western Africa, Total",2020,140.69,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10053,"Western Africa, Total",2020,3.32,Millions,Current Prices
ODA: Total Net,742,Korea,10053,"Western Africa, Total",2020,68.71,Millions,Current Prices
ODA: Total Net,75,Hungary,10053,"Western Africa, Total",2020,3.48,Millions,Current Prices
ODA: Total Net,8,Norway,10053,"Western Africa, Total",2020,106.97,Millions,Current Prices
ODA: Total Net,76,Poland,10053,"Western Africa, Total",2020,4.34,Millions,Current Prices
ODA: Total Net,820,New Zealand,10053,"Western Africa, Total",2020,1.13,Millions,Current Prices
ODA: Total Net,801,Australia,10053,"Western Africa, Total",2020,3.04,Millions,Current Prices
ODA: Total Net,9,Portugal,10053,"Western Africa, Total",2020,31.99,Millions,Current Prices
ODA: Total Net,9,Portugal,10054,"Caribbean, Total",2020,3.71,Millions,Current Prices
ODA: Total Net,801,Australia,10054,"Caribbean, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,50,Spain,10055,"Central America, Total",2020,107.91,Millions,Current Prices
ODA: Total Net,701,Japan,10055,"Central America, Total",2020,211.14,Millions,Current Prices
ODA: Total Net,7,Netherlands,10055,"Central America, Total",2020,0.85,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10055,"Central America, Total",2020,0.16,Millions,Current Prices
ODA: Total Net,742,Korea,10055,"Central America, Total",2020,39.27,Millions,Current Prices
ODA: Total Net,75,Hungary,10055,"Central America, Total",2020,2.45,Millions,Current Prices
ODA: Total Net,8,Norway,10055,"Central America, Total",2020,8.49,Millions,Current Prices
ODA: Total Net,76,Poland,10055,"Central America, Total",2020,0.58,Millions,Current Prices
ODA: Total Net,820,New Zealand,10055,"Central America, Total",2020,0.44,Millions,Current Prices
ODA: Total Net,801,Australia,10055,"Central America, Total",2020,0.62,Millions,Current Prices
ODA: Total Net,9,Portugal,10055,"Central America, Total",2020,0.23,Millions,Current Prices
ODA: Total Net,801,Australia,10057,"Melanesia, Total",2020,552.81,Millions,Current Prices
ODA: Total Net,820,New Zealand,10057,"Melanesia, Total",2020,82.5,Millions,Current Prices
ODA: Total Net,76,Poland,10057,"Melanesia, Total",2020,0.02,Millions,Current Prices
ODA: Total Net,8,Norway,10057,"Melanesia, Total",2020,0.96,Millions,Current Prices
ODA: Total Net,75,Hungary,10057,"Melanesia, Total",2020,0.03,Millions,Current Prices
ODA: Total Net,742,Korea,10057,"Melanesia, Total",2020,9.84,Millions,Current Prices
ODA: Total Net,701,Japan,10057,"Melanesia, Total",2020,181.97,Millions,Current Prices
ODA: Total Net,5,Germany,10057,"Melanesia, Total",2020,7.44,Millions,Current Prices
ODA: Total Net,3,Denmark,10057,"Melanesia, Total",2020,0.04,Millions,Current Prices
ODA: Total Net,4,France,10057,"Melanesia, Total",2020,4.51,Millions,Current Prices
ODA: Total Net,301,Canada,10057,"Melanesia, Total",2020,1.81,Millions,Current Prices
ODA: Total Net,302,United States,10057,"Melanesia, Total",2020,15.42,Millions,Current Prices
ODA: Total Net,21,Ireland,10057,"Melanesia, Total",2020,0.24,Millions,Current Prices
ODA: Total Net,11,Switzerland,10057,"Melanesia, Total",2020,0.44,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10057,"Melanesia, Total",2020,12.4,Millions,Current Prices
ODA: Total Net,10,Sweden,10057,"Melanesia, Total",2020,0.17,Millions,Current Prices
ODA: Total Net,1,Austria,10057,"Melanesia, Total",2020,0.62,Millions,Current Prices
ODA: Total Net,12,United Kingdom,10058,"Micronesia, Total",2020,0.15,Millions,Current Prices
ODA: Total Net,11,Switzerland,10058,"Micronesia, Total",2020,0.23,Millions,Current Prices
ODA: Total Net,21,Ireland,10058,"Micronesia, Total",2020,0.01,Millions,Current Prices
ODA: Total Net,302,United States,10058,"Micronesia, Total",2020,229.7,Millions,Current Prices
ODA: Total Net,301,Canada,10058,"Micronesia, Total",2020,0.77,Millions,Current Prices
ODA: Total Net,4,France,10058,"Micronesia, Total",2020,0,Millions,Current Prices
ODA: Total Net,5,Germany,10058,"Micronesia, Total",2020,2.03,Millions,Current Prices
ODA: Total Net,50,Spain,10058,"Micronesia, Total",2020,0.1,Millions,Current Prices
ODA: Total Net,701,Japan,10058,"Micronesia, Total",2020,67.96,Millions,Current Prices
ODA: Total Net,742,Korea,10058,"Micronesia, Total",2020,2.62,Millions,Current Prices
ODA: Total Net,820,New Zealand,10058,"Micronesia, Total",2020,20.52,Millions,Current Prices
ODA: Total Net,801,Australia,10058,"Micronesia, Total",2020,41.95,Millions,Current Prices
ODA: Total Net,801,Australia,10100,"Developing Countries, Total",2020,2318.95,Millions,Current Prices
ODA: Total Net,820,New Zealand,10100,"Developing Countries, Total",2020,433.41,Millions,Current Prices
ODA: Total Net,9,Portugal,10100,"Developing Countries, Total",2020,167.09,Millions,Current Prices
ODA: Total Net,9,Portugal,10150,"All Multilateral Recipients, Total",2020,253.41,Millions,Current Prices
ODA: Total Net,820,New Zealand,10150,"All Multilateral Recipients, Total",2020,96.33,Millions,Current Prices
ODA: Total Net,8,Norway,10150,"All Multilateral Recipients, Total",2020,1079.25,Millions,Current Prices
ODA: Total Net,801,Australia,10150,"All Multilateral Recipients, Total",2020,549.81,Millions,Current Prices
ODA: Total Net,742,Korea,10150,"All Multilateral Recipients, Total",2020,498.58,Millions,Current Prices
ODA: Total Net,76,Poland,10150,"All Multilateral Recipients, Total",2020,604.19,Millions,Current Prices
ODA: Total Net,75,Hungary,10150,"All Multilateral Recipients, Total",2020,191.95,Millions,Current Prices
ODA: Total Net,7,Netherlands,10150,"All Multilateral Recipients, Total",2020,1666.3,Millions,Current Prices
ODA: Total Net,69,Slovak Republic,10150,"All Multilateral Recipients, Total",2020,103.86,Millions,Current Prices
ODA: Total Net,68,Czech Republic,10150,"All Multilateral Recipients, Total",2020,226.44,Millions,Current Prices
ODA: Total Net,701,Japan,10150,"All Multilateral Recipients, Total",2020,3416.96,Millions,Current Prices
ODA: Total Net,6,Italy,10150,"All Multilateral Recipients, Total",2020,3090.14,Millions,Current Prices
ODA: Total Net,50,Spain,10150,"All Multilateral Recipients, Total",2020,2003.35,Millions,Current Prices
ODA: Total Net,61,Slovenia,10150,"All Multilateral Recipients, Total",2020,60.53,Millions,Current Prices
ODA: Total Net,5,Germany,10150,"All Multilateral Recipients, Total",2020,6591.25,Millions,Current Prices
ODA: Total Net,301,Canada,10150,"All Multilateral Recipients, Total",2020,1157.14,Millions,Current Prices
ODA: Total Net,3,Denmark,10150,"All Multilateral Recipients, Total",2020,953.52,Millions,Current Prices
ODA: Total Net,21,Ireland,10150,"All Multilateral Recipients, Total",2020,465.84,Millions,Current Prices
ODA: Total Net,22,Luxembourg,10150,"All Multilateral Recipients, Total",2020,146.27,Millions,Current Prices
ODA: Total Net,4,France,10150,"All Multilateral Recipients, Total",2020,5341.67,Millions,Current Prices
